SaleID,CustomerID,ProductID,StoreID,SaleDate,Quantity,UnitPrice,Discount,OrderStatus,PaymentMethod
S0009164,C00428,P0191,ST001,2026-04-06,9,1378.25,0.05,Cancelled,Bank Transfer
S0004639,C00598,P0143,ST007,2025-03-31,2,1165.15,0.15,Returned,Cash
S0008240,C00508,P0091,ST005,2025-08-16,5,456.67,0.15,Cancelled,Card
S0002916,C00667,P0095,ST018,2025-04-02,1,56.16,0.05,Pending,Mobile Money
S0001926,C00811,P0078,ST012,2025-05-29,4,917.74,0.1,Returned,Card
S0007333,C00337,P0066,ST004,2025-04-07,4,154.31,0.2,completed,Bank Transfer
S0007802,C00717,P0023,ST002,2026-03-09,6,836.92,0.05,Cancelled,Card
S0001944,C00202,P0081,ST020,2025-06-07,1,203.15,0.2,Pending,Card
S0001263,C00259,P0045,ST020,2026-05-05,2,1245.4,0.2,Cancelled,Bank Transfer
S0001450,C00147,P0014,ST001,2025-04-11,7,248.18,0.05,Pending,Card
S0009787,C00034,P0102,ST004,2026-01-12,8,762.26,0.2,Returned,Bank Transfer
S0007461,C00739,P0013,ST019,2026-05-24,2,101.72,0.05,Pending,Mobile Money
S0009746,C00410,P0070,ST005,2026-03-09,2,1138.57,0.05,completed,Card
S0008944,C00195,P0119,ST013,2026-04-01,6,415.37,0.2,completed,Cash
S0004237,C00641,P0008,ST009,2025-01-20,8,1263.43,0.1,Returned,Mobile Money
S0004817,C00118,P0049,ST011,2025-05-25,5,471.83,0.0,Returned,Cash
S0000775,C00401,P0195,ST020,2026-07-11,8,893.83,0.2,Completed,Cash
S0001164,C00500,P0038,ST015,2025-08-09,9,308.31,0.15,completed,Mobile Money
S0001460,C00700,P0144,ST001,2026-07-29,7,1116.98,0.15,Pending,Cash
S0004411,C01000,P0183,ST014,2026-01-31,8,149.05,0.15,completed,Bank Transfer
S0007390,C00875,P0074,ST018,2025-08-06,4,1463.35,0.05,Cancelled,Card
S0007246,C00874,P0108,ST008,2025-06-09,1,873.67,0.15,Pending,Mobile Money
S0001098,C00479,P0181,ST007,2025-06-17,6,-50.0,0.1,Cancelled,Cash
S0007406,C00823,P0135,ST007,2025-09-08,5,1292.69,0.2,Completed,Mobile Money
S0007370,C00431,P0196,ST001,2026-06-10,10,503.62,0.05,Pending,Card
S0000219,C00704,P0081,ST004,2025-07-09,4,207.37,0.05,Cancelled,Mobile Money
S0006399,C00806,P0092,ST016,2025-01-30,1,1111.91,0.05,Cancelled,Mobile Money
S0006784,C00848,P0063,ST016,2025-07-13,8,1438.07,0.15,Cancelled,Card
S0008537,C00815,P0172,ST012,2026-03-03,6,1417.45,0.15,Cancelled,Cash
S0006669,C00510,P0195,ST011,2026-01-04,7,898.05,0.15,Cancelled,Mobile Money
S0006977,C00245,P0184,ST006,2025-01-14,7,106.52,0.2,Returned,Card
S0003317,C00779,P0022,ST005,2025-05-02,4,647.87,0.15,completed,Cash
S0003475,C00985,P0145,ST004,2025-05-24,7,1495.4,0.15,completed,Cash
S0006176,C00417,P0131,ST013,2025-09-18,5,1293.81,0.05,Completed,Cash
S0006098,C00197,P0154,ST008,2026-05-07,1,26.95,0.1,completed,Bank Transfer
S0003580,C00764,P0191,ST011,2026-06-15,10,1381.08,0.15,Completed,Cash
S0009775,C00535,P0025,ST009,2025-08-03,3,330.52,0.05,completed,Bank Transfer
S0004646,C00199,P0133,ST003,2026-04-27,3,944.06,0.0,Cancelled,Card
S0000996,C00934,P0063,ST018,2025-05-23,1,1438.78,0.0,Completed,Bank Transfer
S0005255,C00375,P0085,ST015,2025-04-16,7,985.24,0.05,Returned,Cash
S0002801,C00484,P0026,ST011,2025-09-03,6,1074.98,0.0,Pending,Bank Transfer
S0001642,C00028,P0099,ST017,2025-02-02,10,1390.96,0.1,completed,Cash
S0009378,C00410,P0137,ST007,2026-02-11,4,155.63,0.2,completed,Bank Transfer
S0000221,C00419,P0002,ST002,2025-11-27,3,287.43,0.2,completed,Mobile Money
S0008284,C00715,P0041,ST012,2025-05-03,2,536.32,0.2,Cancelled,Card
S0008778,C00401,P0081,ST017,2025-06-20,7,205.09,0.15,completed,Cash
S0005676,C00258,P0140,ST018,2025-09-19,7,1312.97,0.15,Completed,Cash
S0004148,C00912,P0136,ST011,2025-03-21,3,101.79,0.15,Returned,Card
S0003692,C00280,P0050,ST014,2026-04-21,9,343.2,0.1,Pending,Mobile Money
S0000053,C00775,P0036,ST019,2026-07-19,8,1283.99,0.05,completed,Mobile Money
S0002381,C00558,P0079,ST013,2025-08-18,7,1036.22,0.2,Completed,Card
S0003346,C00860,P0142,ST019,2025-10-14,6,1167.34,0.05,Returned,Bank Transfer
S0004249,C00543,P0064,ST009,2025-01-15,6,1304.08,0.15,Pending,Bank Transfer
S0008393,C00836,P0106,ST002,2025-01-24,4,442.87,0.2,Returned,Bank Transfer
S0006998,C00802,P0062,ST008,2025-07-21,1,761.62,0.1,Completed,Bank Transfer
S0002492,C00546,P0027,ST019,2026-06-02,9,1021.97,0.1,Cancelled,Bank Transfer
S0000603,C00597,P0041,ST013,2026-04-14,4,538.47,0.1,completed,Card
S0008020,C00908,P0098,ST012,2025-11-13,2,808.06,0.2,Completed,Mobile Money
S0003554,C00629,P0174,ST011,2025-08-09,3,191.94,0.05,completed,Cash
S0003557,C00531,P0159,ST009,2026-03-29,2,583.65,0.05,Completed,Cash
S0004131,C00184,P0110,ST015,2025-09-04,3,1365.41,0.15,Returned,Bank Transfer
S0002628,C00836,P0088,ST008,2026-01-10,1,697.0,0.0,Completed,Bank Transfer
S0001923,C00390,P0058,ST020,2025-05-30,6,1326.09,0.1,Returned,Bank Transfer
S0003768,C00685,P0169,ST005,2025-09-02,10,1118.42,0.05,Returned,Cash
S0000325,C00735,P0024,ST020,2025-10-12,10,608.84,0.0,Completed,Bank Transfer
S0004595,C00890,P0186,ST002,2025-05-07,4,1351.68,0.1,completed,Card
S0008468,C00313,P0154,ST005,2025-07-31,10,22.74,0.2,Pending,Cash
S0008920,C00682,P0004,ST014,2026-03-15,9,1495.82,0.2,Pending,Cash
S0007259,C00268,P0122,ST002,2026-04-05,10,1123.47,0.0,Cancelled,Bank Transfer
S0008689,C00286,P0057,ST001,2026-04-16,8,209.39,0.1,completed,Mobile Money
S0006060,C00439,P0107,ST009,2025-11-15,1,401.95,0.1,completed,Bank Transfer
S0005613,C00197,P0073,ST008,2026-01-07,10,563.42,0.15,completed,Card
S0001126,C00579,P0094,ST014,2026-07-04,2,487.94,0.15,Pending,Card
S0009665,C00155,P0150,ST020,2025-06-22,7,677.6,0.0,Cancelled,Bank Transfer
S0004863,C00257,P0096,ST005,2025-11-24,10,962.02,0.1,completed,Bank Transfer
S0008712,C00957,P0102,ST003,2026-06-25,1,764.23,0.1,Cancelled,Bank Transfer
S0009712,C00916,P0105,ST002,2026-02-15,4,733.72,0.2,Cancelled,Cash
S0000505,C00991,P0070,ST013,2025-05-22,2,1137.75,0.2,completed,Card
S0004506,C00367,P0015,ST010,2025-07-26,1,1127.88,0.15,Pending,Bank Transfer
S0003975,C00175,P0186,ST009,2025-07-27,1,1353.07,0.1,Cancelled,Cash
S0002452,C00618,P0110,ST016,2026-04-10,9,1368.16,0.05,Returned,Card
S0004628,C00306,P0041,ST015,2025-01-22,9,537.51,0.0,completed,Card
S0001650,C00279,P0112,ST017,2026-07-14,5,123.92,0.15,Completed,Mobile Money
S0001445,C00762,P0076,ST016,2025-04-06,6,709.94,0.05,completed,Mobile Money
S0005223,C00293,P0179,ST012,2026-06-18,4,622.31,0.0,Pending,Bank Transfer
S0007347,C00313,P0101,ST006,2025-08-10,2,1240.3,0.15,Completed,Cash
S0006671,C00961,P0191,ST009,2025-03-25,5,1383.24,0.15,completed,Card
S0009287,C00712,P0016,ST012,2026-07-16,9,993.7,0.15,completed,Cash
S0002437,C00722,P0097,ST012,2025-11-12,3,1379.28,0.1,Cancelled,Mobile Money
S0005124,C00349,P0096,ST014,2025-09-07,3,961.02,0.2,Pending,Bank Transfer
S0007671,C00306,P0041,ST008,2026-05-29,3,538.69,0.1,completed,Card
S0009966,C00513,P0146,ST017,2025-05-01,4,1390.58,0.15,Returned,Mobile Money
S0009518,C00184,P0015,ST016,2025-10-01,2,1125.66,0.0,completed,Bank Transfer
S0003256,C00822,P0158,ST009,2025-04-04,2,99.57,0.15,Completed,Mobile Money
S0005879,C00236,P0148,ST016,2026-01-25,2,556.95,0.2,Returned,Cash
S0005625,C00147,P0089,ST006,2025-01-17,7,281.47,0.05,completed,Bank Transfer
S0001678,C00949,P0122,ST010,2025-10-31,5,1121.3,0.1,Pending,Card
S0001330,C00889,P0008,ST004,2026-05-14,7,1260.59,0.15,completed,Card
S0004865,C00975,P0134,ST006,2026-07-24,5,1254.84,0.0,Pending,Mobile Money
S0006059,C00064,P0126,ST015,2025-01-10,9,455.98,0.0,Completed,Card
S0002076,C00964,P0047,ST014,2025-01-16,5,618.81,0.0,Completed,Mobile Money
S0000859,C00118,P0010,ST004,2025-11-14,9,98.57,0.0,Completed,Bank Transfer
S0002502,C00819,P0016,ST016,2025-06-23,5,992.12,0.05,Pending,Bank Transfer
S0000720,C00712,P0115,ST004,2025-12-06,4,613.28,0.1,Pending,Card
S0006716,C00780,P0165,ST016,2025-06-11,9,828.41,0.0,Completed,Bank Transfer
S0005699,C00052,P0125,ST007,2025-12-09,2,648.02,0.1,Returned,Mobile Money
S0008515,C00464,P0050,ST002,2025-07-03,3,343.31,0.15,Pending,Card
S0006085,C00378,P0045,ST001,2025-04-17,7,1246.33,0.05,Completed,Cash
S0005903,C00259,P0148,ST007,2026-04-13,3,554.71,0.0,completed,Bank Transfer
S0007541,C00510,P0103,ST017,2026-01-19,1,1296.07,0.1,Pending,Bank Transfer
S0007568,C00647,P0180,ST015,2025-03-11,7,686.91,0.05,Returned,Mobile Money
S0003672,C00057,P0137,ST010,2025-07-06,6,148.52,0.05,Returned,Mobile Money
S0000950,C00322,P0188,ST002,2025-05-18,8,800.66,0.15,Completed,Card
S0009129,C00817,P0162,ST003,2025-08-13,6,311.74,0.0,Returned,Bank Transfer
S0008264,C00301,P0100,ST005,2025-10-25,4,914.99,0.15,Pending,Mobile Money
S0008242,C00837,P0166,ST010,2025-07-17,8,1097.51,0.2,Pending,Cash
S0002044,C00117,P0009,ST007,2025-10-01,4,149.3,0.05,Returned,Card
S0004585,C00068,P0134,ST016,2025-06-12,2,1254.87,0.1,Pending,Card
S0000566,C00240,P0009,ST015,2026-05-23,6,150.09,0.0,Completed,Cash
S0002429,C00854,P0152,ST014,2025-12-20,8,918.99,0.15,Completed,Cash
S0008382,C00188,P0088,ST005,2026-05-29,9,700.2,0.0,Pending,Bank Transfer
S0002360,C00481,P0132,ST005,2026-07-19,6,1404.64,0.2,Returned,Bank Transfer
S0009081,C00331,P0025,ST012,2025-12-19,9,330.92,0.0,Returned,Mobile Money
S0001113,C00326,P0028,ST019,2025-12-05,2,146.46,0.2,Pending,Mobile Money
S0004142,C00824,P0189,ST014,2025-09-17,1,641.8,0.05,completed,Card
S0008039,C00654,P0106,ST006,2025-10-12,10,442.84,0.2,Completed,Cash
S0004910,C00982,P0136,ST004,2025-01-22,5,100.41,0.0,Pending,Mobile Money
S0005275,C00097,P0127,ST010,2025-06-28,9,1486.65,0.1,Completed,Card
S0008431,C00524,P0030,ST012,2025-10-16,6,1373.43,0.05,Completed,Bank Transfer
S0005419,C00038,P0100,ST004,2025-01-11,10,913.38,0.2,Pending,Mobile Money
S0001089,C00602,P0193,ST010,2025-07-27,3,907.87,0.2,completed,Mobile Money
S0009286,C00244,P0118,ST002,2025-03-20,1,807.94,0.1,Returned,Bank Transfer
S0004233,C00759,P0200,ST018,2025-03-31,10,595.42,0.05,completed,Cash
S0009765,C00833,P0179,ST014,2025-12-17,9,628.85,0.05,Completed,Mobile Money
S0003927,C00720,P0182,ST013,2026-07-19,8,552.01,0.0,Returned,Mobile Money
S0009398,C00685,P0081,ST008,2025-09-24,3,206.04,0.1,Cancelled,Mobile Money
S0005349,C00724,P0088,ST011,2025-11-26,5,692.02,0.05,Returned,Mobile Money
S0006620,C00140,P0105,ST007,2026-04-19,6,733.77,0.15,Returned,Bank Transfer
S0003145,C00058,P0046,ST006,2026-04-27,5,923.67,0.15,Completed,Bank Transfer
S0005667, C00244 ,P0007,ST011,2025-07-20,5,111.95,0.15,Completed,Card
S0007830,C00712,P0049,ST016,2026-01-14,3,470.82,0.1,Returned,Cash
S0005369,C00125,P0196,ST012,2025-02-11,4,499.71,0.0,Completed,Mobile Money
S0003954,C00711,P0077,ST007,2025-04-16,3,941.06,0.2,Pending,Card
S0004405,C00835,P0026,ST006,2026-06-14,7,1077.48,0.15,Completed,Cash
S0005594,C00524,P0190,ST014,2025-06-01,5,955.19,0.15,Completed,Bank Transfer
S0007098,C00692,P0001,ST012,2025-02-16,5,1037.75,0.0,Completed,Cash
S0003563,C00825,P0098,ST013,2026-01-27,2,808.56,0.05,Pending,Bank Transfer
S0007180,C00053,P0100,ST007,2025-07-26,5,912.14,0.15,Cancelled,Mobile Money
S0001945,C00816,P0033,ST013,2026-06-13,5,333.99,0.0,Cancelled,Bank Transfer
S0005225,C00475,P0197,ST012,2026-03-13,3,114.06,0.15,completed,Card
S0008392,C00011,P0014,ST007,2026-05-21,5,244.05,0.2,Pending,Card
S0002424,C00388,P0006,ST014,2025-08-05,2,1224.2,0.05,Cancelled,Mobile Money
S0004859,C00700,P0147,ST005,2025-08-01,5,1333.46,0.05,completed,Bank Transfer
S0003910,C00699,P0088,ST002,2025-07-25,5,695.03,0.0,Completed,Cash
S0007396,C00359,P0029,ST012,2025-05-07,6,1227.63,0.0,Completed,Card
S0005726,C00179,P0100, ST018 ,2025-07-22,1,915.9,0.1,Returned,Cash
S0000855,C00558,P0091,ST019,2026-05-30,6,457.21,0.15,Cancelled,Mobile Money
S0006591,C00115,P0068,ST010,2026-05-19,5,100.19,0.2,Pending,Cash
S0005467,C00387,P0021,ST018,2025-06-23,5,1309.88,0.1,Completed,Cash
S0004101,C00210,P0072,ST011,2025-06-11,9,1113.58,0.1,Cancelled,Card
S0005800,C00694,P0133,ST016,2026-05-31,8,939.59,0.15,Pending,Mobile Money
S0002448,C00006,P0164,ST006,2025-11-03,9,1254.89,0.0,Completed,Bank Transfer
S0008637,C00630,P0146,ST019,2026-06-08,8,1392.19,0.0,Cancelled,Cash
S0004551,C00504,P0036,ST012,2025-11-10,10,1281.11,0.05,Completed,Bank Transfer
S0000760,C00015,P0094,ST012,2025-07-01,8,487.68,0.05,completed,Cash
S0000521,C00798,P0075,ST013,2025-08-16,10,428.77,0.0,Cancelled,Cash
S0002010,C00500,P0200,ST014,2026-07-03,1,599.39,0.05,completed,Mobile Money
S0005805,C00092,P0062,ST017,2025-02-21,2,760.71,0.0,completed,Card
S0008491,C00904,P0163,ST008,2025-11-13,5,1402.76,0.0,Returned,Card
S0002242,C00744,P0188,ST002,2026-04-08,0,803.78,,Pending,Cash
S0001668,C00091,P0101,ST013,2026-07-08,8,1237.76,0.1,Cancelled,Cash
S0006274,C00295,P0041,ST016,2026-07-03,1,537.09,0.1,Returned,Cash
S0005908,C00049,P0050,ST011,2025-06-17,10,344.04,0.1,completed,Cash
S0006940,C00350,P0035,ST009,2026-06-24,4,309.07,0.15,completed,Mobile Money
S0002355,C00270,P0179,ST010,2025-05-20,2,623.79,0.1,Returned,Mobile Money
S0002196,C00910,P0032,ST008,2026-06-01,1,488.23,0.2,Returned,Cash
S0009533,C00784,P0094,ST017,2026-02-11,2,486.95,0.1,Completed,Cash
S0003264,C00994,P0069,ST004,2025-01-14,7,1359.39,0.2,Cancelled,Mobile Money
S0003680,C00564,P0050,ST002,2025-02-01,5,341.27,0.2,Completed,Bank Transfer
S0006644,C00429,P0135,ST008,2025-12-07,4,1292.27,0.15,completed,Card
S0001329,C00743,P0060,ST019,2025-05-22,4,734.2,0.2,completed,Bank Transfer
S0002465,C00410,P0060,ST009,2025-11-30,10,734.05,0.05,Returned,Mobile Money
S0007914,C00247,P0070,ST004,2026-03-29,10,1139.93,0.0,completed,Card
S0008215,C00320,P0056,ST001,2026-05-18,5,1183.31,0.05,Returned,Cash
S0000045,C00760,P0045,ST003,2026-05-22,2,1247.59,0.2,completed,Mobile Money
S0007410,C00373,P0014,ST006,2025-08-05,9,243.8,0.05,completed,Bank Transfer
S0005190,C00809,P0111,ST019,2026-01-18,3,498.4,0.0,completed,Card
S0005181,C00163,P0008,ST006,2026-01-06,2,1262.16,0.1,Cancelled,Cash
S0009209,C00363,P0095,ST009,2025-08-16,8,51.25,0.0,Returned,Cash
S0005300,C00110,P0177,ST018,2025-06-26,2,18.78,0.05,Pending,Cash
S0002165,C00381,P0162,ST007,2025-06-06,6,305.73,0.0,Cancelled,Mobile Money
S0000597,C00492,P0137,ST005,2026-07-01,8,150.65,0.2,Cancelled,Mobile Money
S0008856,C00834,P0087,ST019,2025-05-07,3,778.77,0.0,Returned,Mobile Money
S0003501,C00964,P0139,ST017,2026-01-19,9,1110.18,0.0,Pending,Bank Transfer
S0007332,C00498,P0030,ST003,2025-07-08,8,1372.83,0.2,completed,Cash
S0008205,C00054,P0154,ST011,2025-12-18,1,25.81,0.1,Cancelled,Card
S0004205,C00563,P0097,ST005,2025-07-16,9,1380.01,0.1,Pending,Bank Transfer
S0003365,C00129,P0061,ST015,2025-05-18,7,237.34,0.15,Returned,Cash
S0002824,C00704,P0190,ST020,2025-06-26,2,955.59,0.2,Pending,Card
S0002809,C00985,P0087,ST004,2025-07-12,7,775.09,0.0,Cancelled,Cash
S0003667,C00632,P0080,ST018,2025-03-31,5,869.77,0.2,Completed,Cash
S0009249,C00992,P0132,ST012,2025-03-24,5,1404.43,0.2,Returned,Cash
S0007058,C00929,P0175,ST010,2025-08-12,9,519.76,0.1,completed,Bank Transfer
S0000723,C00121,P0158,ST020,2025-11-22,1,99.66,0.05,Completed,Cash
S0008652,C00838,P0070,ST001,2025-10-31,6,1140.44,0.0,Pending,Mobile Money
S0009526,C00517,P0160,ST010,2025-02-17,7,334.62,0.2,Returned,Mobile Money
S0003370,C00602,P0114,ST003,2026-04-01,1,553.28,0.05,Completed,Mobile Money
S0005092,C00389,P0062,ST008,2025-04-09,10,762.47,0.05,completed,Cash
S0005705,C00453,P0006,ST016,2026-06-30,5,1227.46,0.05,Completed,Mobile Money
S0000280,C00812,P0177,ST010,2026-07-31,4,15.62,0.2,Returned,Card
S0006247,C00761,P0018,ST019,2025-10-22,6,872.14,0.2,completed,Cash
S0002865,C00554,P0033,ST005,2026-05-16,4,332.65,0.2,completed,Cash
S0001827,C00371,P0159,ST008,2025-05-21,1,582.41,0.2,Cancelled,Card
S0009130,C00578,P0121,ST005,2025-08-07,3,1016.5,0.05,Returned,Mobile Money
S0008074,C00114,P0140,ST017,2025-08-14,2,1317.21,0.15,Pending,Mobile Money
S0004295,C00254,P0109,ST017,2026-01-11,8,190.92,0.1,Cancelled,Mobile Money
S0002723,C00313,P0150,ST002,2025-09-26,6,677.39,0.1,Completed,Bank Transfer
S0004858,C00200,P0140,ST008,2025-01-27,8,1310.97,0.1,completed,Card
S0000294,C00570,P0137,ST006,2025-08-14,4,147.7,0.1,Cancelled,Cash
S0009845,C00089,P0055,ST018,2025-12-03,8,321.21,0.2,Completed,Card
S0001186,C00910,P0067,ST012,2025-03-18,10,921.71,0.1,Cancelled,Mobile Money
S0005567,C00086,P0054,ST011,2025-11-11,4,103.85,0.1,Completed,Card
S0002530,C00772,P0193,ST004,2026-01-02,5,907.04,0.15,Completed,Card
S0005686,C00001,P0077,ST009,2026-05-27,6,945.34,0.0,Returned,Bank Transfer
S0009874,C00138,P0057,ST015,2026-05-06,3,204.74,0.05,Cancelled,Card
S0005421,C00908,P0048,ST002,2025-08-08,2,644.11,0.15,Cancelled,Card
S0004239,C00871,P0156,ST016,2025-05-11,1,643.09,0.1,completed,Bank Transfer
S0007651,C00097,P0084,ST001,2025-05-30,10,229.38,0.15,Completed,Cash
S0008244,C00871,P0142,ST002,2025-01-14,5,1165.56,0.1,completed,Card
S0001670,C00708,P0046,ST012,2026-03-02,2,925.42,0.0,Pending,Cash
S0006405,C00210,P0141,ST002,2025-06-01,7,100.93,0.1,Returned,Cash
S0009053,C00314,P0194,ST011,2025-01-12,6,1313.85,0.0,completed,Mobile Money
S0005922,C00630,P0058,ST004,2026-01-21,9,1324.92,0.15,completed,Bank Transfer
S0009221,C00459,P0097,ST012,2025-03-31,7,1380.66,0.0,Completed,Cash
S0009470,C00468,P0088,ST009,2025-10-29,6,694.68,0.15,Cancelled,Card
S0009925,C00887,P0115,ST003,2025-11-08,10,614.23,0.05,Returned,Mobile Money
S0004451,C00928,P0023, ST014 ,2025-01-18,3,838.96,0.1,Completed,Cash
S0005472,C00307, P0056 ,ST003,2026-02-19,10,1187.59,0.15,Completed,Cash
S0008561,C00223,P0088,ST007,2025-07-29,4,696.42,0.15,Completed,Mobile Money
S0007221,C00567,P0164,ST020,2025-11-03,10,1251.54,0.05,Completed,Bank Transfer
S0005982,C00783,P0076,ST007,2026-02-20,5,708.36,0.2,completed,Mobile Money
S0008143,C00981,P0192, ST016 ,2025-11-29,1,244.25,0.15,Pending,Card
S0003498,C00389,P0075,ST007,2025-02-27,10,428.45,0.2,Cancelled,Card
S0007629,C00217,P0047,ST019,2025-11-26,5,621.29,0.1,Returned,Card
S0007923,C00291,P0115,ST020,2025-05-18,3,617.35,0.2,Completed,Mobile Money
S0005284,C00476,P0033,ST011,2025-04-28,6,335.13,0.05,Returned,Bank Transfer
S0001800,C00661,P0020,ST010,2026-05-21,5,1324.51,0.05,Cancelled,Mobile Money
S0008114,C00990,P0019,ST010,2025-03-11,4,710.54,0.1,Cancelled,Cash
S0002353,C00843,P0081,ST016,2026-04-01,7,204.24,0.15,Cancelled,Cash
S0001526,C00346,P0116,ST014,2025-07-18,2,32.45,0.15,Returned,Mobile Money
