SaleID,CustomerID,ProductID,StoreID,SaleDate,Quantity,UnitPrice,Discount,OrderStatus,PaymentMethod
S0020014,C00695,P0177,ST012,2/21/2026,4,831,0.2,Completed,Bank Transfer
S0018279,C00251,P0177,ST012,3/21/2025,4,1454,0,Completed,Bank Transfer
S0015495,C00019,P0154,ST011,4/28/2026,5,136,0.15,Returned,Bank Transfer
S0011327,C00957,P0154,ST004,10/30/2025,7,672,0,Returned,Mobile Money
S0017583,C00620,P0154,ST005,4/6/2025,6,48,0.05,Returned,Mobile Money
S0017112,C00582,P0177,ST016,7/9/2026,10,296,0.15,completed,Cash
S0019897,C00310,P0177,ST019,5/27/2026,4,630,0.15,Completed,Cash
S0011066,C00958,P0154,ST011,11/6/2025,9,686,0.2,Returned,Cash
S0019096,C00407,P0154,ST006,11/1/2025,8,479,0.1,Cancelled,Card
S0016733,C00778,P0154,ST002,3/10/2026,1,1078,0.15,completed,Cash
S0015042,C00697,P0177,ST016,12/29/2025,10,997,0.15,Returned,Bank Transfer
S0018566,C00433,P0154,ST004,11/25/2025,2,559,0.05,Pending,Bank Transfer
S0019289,C00286,P0154,ST020,6/18/2025,3,358,0.05,completed,Cash
S0019745,C00554,P0154,ST019,8/14/2025,9,994,0,Returned,Cash
S0015656,C00219,P0154,ST008,1/21/2025,6,784,0.05,Cancelled,Bank Transfer
S0018540,C00784,P0177,ST007,1/8/2025,7,1215,0.15,Cancelled,Cash
S0013626,C00623,P0154,ST010,4/19/2025,2,187,0,completed,Card
S0010384,C00801,P0154,ST999,3/15/2025,1,263,0.2,completed,Card
S0018646,C00995,P0154,ST015,9/6/2025,3,355,0.2,Returned,Cash
S0012199,C00673,P0154,ST018,5/22/2026,10,1163,0.15,Returned,Bank Transfer
S0014406,C00271,P0154,ST010,3/10/2026,3,806,0.05,completed,Card
S0018292,C00937,P0154,ST008,12/24/2025,6,121,0.15,Completed,Mobile Money
S0011826,C00989,P0154,ST004,4/15/2025,8,711,0.05,Completed,Cash
S0018275,C00965,P0154,ST006,9/24/2025,8,1303,0.2,Cancelled,Bank Transfer
S0010152,C00313,P0154,ST005,7/31/2025,5,229,0.2,Pending,Cash
S0014179,C00754,P0154,ST019,9/5/2025,4,615,0.05,Returned,Card
S0015336,C00278,P0154,ST014,5/24/2025,4,891,0.05,Completed,Mobile Money
S0016447,C00173,P0154,ST019,10/18/2025,8,1133,0.05,completed,Mobile Money
S0019759,C00558,P0154,ST017,2/13/2026,4,1061,0.1,completed,Card
S0018583,C00159,P0154,ST016,2/1/2025,6,887,0.15,completed,Cash
S0012680,C00262,P0154,ST018,2/26/2026,8,719,0.1,Completed,Mobile Money
S0011601,C00040,P0154,ST015,7/10/2026,4,223,0.1,Cancelled,Mobile Money
S0010732,C00868,P0154,ST018,3/30/2025,5,551,0,completed,Bank Transfer
S0013088,C00230,P0154,ST016,5/16/2025,9,983,0,Cancelled,Card
S0012342,C00132,P0154,ST020,2/25/2026,8,585,0.05,Cancelled,Mobile Money
S0013542,C00037,P0154,ST002,11/23/2025,3,189,0,Returned,Card
S0014919,C00441,P0154,ST013,4/27/2026,10,435,0.2,Returned,Mobile Money
S0011438,C00685,P0154,ST003,4/19/2026,10,1399,0.15,Cancelled,Mobile Money
S0016110,C00381,P0154,ST010,7/14/2026,4,1389,0,Returned,Mobile Money
S0015285,C00328,P0154,ST016,6/25/2025,5,1096,0.05,Returned,Card
S0017367,C00108,P0154,ST002,4/1/2026,1,707,0.05,Completed,Card
S0015690,C00892,P0154,ST004,1/4/2025,8,1037,0.15,Pending,Bank Transfer
S0010281,C00054,P0154,ST011,12/18/2025,8,1402,0.1,Cancelled,Card
S0013573,C00898,P0154,ST013,1/29/2026,8,775,0.05,Cancelled,Card
S0017289,C00914,P0154,ST002,5/11/2026,6,388,0.15,Completed,Bank Transfer
S0010120,C00197,P0154,ST008,5/7/2026,6,762,0.1,completed,Bank Transfer
S0018517,C00688,P0154,ST019,6/1/2025,6,1196,0.1,Pending,Cash
S0013674,C00008,P0116,ST010,5/13/2026,7,692,0.05,Returned,Mobile Money
S0017347,C00580,P0116,ST010,6/23/2026,1,574,0.15,Completed,Card
S0012461,C00450,P0116,ST011,12/10/2025,8,258,0,Cancelled,Mobile Money
S0014686,C00137,P0116,ST020,6/10/2025,9,263,0.05,Completed,Card
S0014517,C00749,P0116,ST006,3/29/2025,8,1444,0.1,Returned,Cash
S0018607,C00535,P0116,ST002,4/21/2026,7,1286,0.05,Returned,Mobile Money
S0012860,C00108,P0116,ST006,7/5/2025,5,46,0.05,Returned,Card
S0017103,C00930,P0116,ST004,5/16/2026,7,972,0,Cancelled,Card
S0010060,C00848,P0116,ST019,3/12/2026,6,97,0.1,Returned,Card
S0019031,C00839,P0116,ST010,10/19/2025,9,862,0.1,Pending,Cash
S0018916,C00441,P0151,ST008,9/5/2025,1,1105,0.05,Returned,Cash
S0010335,C00346,P0116,ST014,7/18/2025,3,163,0.15,Returned,Mobile Money
S0012977,C00195,P0116,ST012,9/26/2025,2,1268,0.2,completed,Bank Transfer
S0013338,C00893,P0116,ST018,7/25/2026,1,457,0,completed,Cash
S0016161,C00740,P0116,ST001,7/26/2026,1,982,0.15,Returned,Cash
S0016665,C00146,P0151,ST005,1/17/2025,10,311,0,Pending,Bank Transfer
S0019747,C00811,P0116,ST009,1/1/2026,10,1248,0.1,Returned,Mobile Money
S0018119,C00544,P0116,ST005,10/30/2025,6,163,0.2,Cancelled,Bank Transfer
S0013184,C00669,P0116,ST019,4/17/2025,1,291,0,Completed,Cash
S0020033,C00846,P0116,ST006,6/29/2025,10,1109,0.1,Pending,Mobile Money
S0019909,C00495,P0151,ST019,9/3/2025,10,745,0,Returned,Card
S0016574,C00671,P0116,ST010,8/4/2025,8,502,0.05,Pending,Bank Transfer
S0016827,C00836,P0151,ST012,7/22/2026,3,233,0.2,Cancelled,Bank Transfer
S0018754,C00179,P0116,ST012,5/6/2026,4,343,0.2,completed,Mobile Money
S0015908,C00428,P0116,ST015,1/20/2025,1,298,0.05,Returned,Card
S0014759,C00209,P0116,ST001,1/21/2026,3,683,0.1,Cancelled,Mobile Money
S0012047,C00776,P0116,ST018,8/10/2025,6,885,0.15,Returned,Cash
S0018175,C00935,P0151,ST018,1/3/2025,5,1232,0.05,Cancelled,Bank Transfer
S0012772,C00680,P0151,ST020,8/18/2025,4,669,0.1,Cancelled,Cash
S0011077,C00846,P0151,ST003,5/28/2025,3,1110,0.2,completed,Cash
S0019210,C00617,P0116,ST020,2/23/2025,1,1395,0.2,Cancelled,Mobile Money
S0016648,C00326,P0116,ST005,7/28/2026,6,1373,0.1,Completed,Bank Transfer
S0015611,C00175,P0151,ST001,11/4/2026,6,808,0.05,Cancelled,Cash
S0014584,C00678,P0151,ST017,6/24/2025,7,430,0,Returned,Mobile Money
S0017360,C00051,P0151,ST003,4/21/2025,4,108,0.1,Cancelled,Bank Transfer
S0018104,C00993,P0116,ST016,5/19/2026,5,480,0.05,Cancelled,Mobile Money
S0016643,C00941,P0151,ST003,9/22/2025,10,152,0.2,Completed,Card
S0011339,C00733,P0151,ST002,9/14/2025,1,1387,0.2,completed,Mobile Money
S0012136,C00659,P0116,ST014,2/7/2025,5,150,0.1,Cancelled,Bank Transfer
S0016388,C00124,P0116,ST010,5/7/2025,8,612,0.2,completed,Bank Transfer
S0019239,C00062,P0151,ST017,6/17/2025,1,1147,0,Completed,Bank Transfer
S0015320,C00043,P0116,ST020,4/4/2025,3,719,0.05,Returned,Card
S0012765,C00680,P0116,ST016,1/22/2025,5,644,0.05,Pending,Bank Transfer
S0019483,C00772,P0116,ST011,9/8/2025,5,1270,0.2,completed,Mobile Money
S0019300,C00935,P0116,ST013,5/3/2026,3,1305,0.05,Cancelled,Bank Transfer
S0014042,C00648,P0116,ST020,10/22/2025,9,529,0.15,Pending,Card
S0015644,C00419,P0116,ST011,1/15/2025,7,118,0.05,Pending,Mobile Money
S0016261,C00554,P0151,ST016,6/15/2026,8,619,0.15,Completed,Mobile Money
S0012301,C00691,P0116,ST005,3/12/2026,8,44,0.05,Pending,Cash
S0017141,C00680,P0116,ST008,6/26/2026,3,685,0.1,Cancelled,Cash
S0015384,C00741,P0116,ST015,9/12/2025,1,1149,0.2,Completed,Mobile Money
S0013253,C00053,P0151,ST020,2/21/2026,5,1432,0.15,Pending,Card
S0013875,C00119,P0116,ST003,1/16/2026,5,1412,0.2,Pending,Mobile Money
S0017159,C00855,P0151,ST012,4/21/2025,10,1317,0.1,Returned,Cash
S0015238,C00192,P0151,ST012,7/17/2026,3,186,0.05,Pending,Bank Transfer
S0019168, C00305 ,P0116,ST005,12/9/2025,8,1023,0.05,Completed,Mobile Money
S0015225,C00558,P0151,ST009,1/16/2026,9,1288,0.2,Completed,Card
S0012380,C00154,P0151,ST012,1/22/2025,3,691,0.15,Returned,Card
S0015840,C00266,P0116,ST009,8/6/2025,10,994,0.1,Returned,Mobile Money
S0016952,C00843,P0151,ST010,7/6/2025,4,287,0,Cancelled,Mobile Money
S0014052,C00626,P0116,ST011,4/1/2025,5,49,0.15,Completed,Bank Transfer
S0017571,C00874,P0151,ST013,5/24/2026,4,221,0,Cancelled,Bank Transfer
S0016662,C00226,P0151,ST020,4/5/2025,9,634,0.05,Pending,Cash
S0018090,C00587,P0151,ST004,11/28/2025,2,76,0.15,Completed,Cash
S0019290,C00479,P0151,ST003,5/3/2025,7,555,0.15,Cancelled,Cash
S0013601,C00881,P0151,ST012,8/14/2025,6,1229,0.1,Cancelled,Bank Transfer
S0018319,C00968,P0116,ST016,3/14/2026,4,1468,0,Pending,Card
S0018559,C00531,P0151,ST019,7/27/2025,10,1495,0.05,Pending,Cash
S0013348,C00168,P0151,ST011,7/6/2025,10,1075,0.2,completed,Bank Transfer
S0017584,C00640,P0151,ST012,1/30/2025,8,49,0.1,Cancelled,Cash
S0016852,C00482,P0151,ST002,6/26/2026,8,1156,0.05,Completed,Card
S0017002,C00788,P0116,ST006,7/22/2025,1,384,0.2,Cancelled,Card
S0017408,C00902,P0116,ST005,2/1/2025,6,816,0.2,Cancelled,Card
S0018109,C00027,P0116,ST001,6/11/2026,1,1248,0.15,Completed,Mobile Money
S0011070,C00551,P0116,ST004,3/1/2026,8,86,0.05,completed,Card
S0018361,C00675,P0151,ST019,3/8/2026,5,1183,0.1,Pending,Mobile Money
S0017491,C00154,P0151,ST002,1/10/2026,5,1100,0.15,Completed,Mobile Money
S0014799,C00849,P0151,ST015,4/17/2025,3,518,0.05,Returned,Card
S0010344,C00911,P0151,ST002,1/28/2025,10,1433,0.15,Pending,Mobile Money
S0016524,C00329,P0151,ST015,5/26/2025,4,1473,0.05,Cancelled,Bank Transfer
S0016093,C00903,P0151,ST005,10/1/2025,9,19,0,Returned,Bank Transfer
S0019590,C00029,P0151,ST009,1/23/2025,6,1378,0,Returned,Cash
S0012758,C00585,P0116,ST009,5/5/2026,5,122,0.05,Cancelled,Card
S0017631,C00646,P0151,ST017,1/15/2025,7,140,0.15,Returned,Card
S0015048,C00526,P0151,ST011,4/25/2025,10,961,0.05,Cancelled,Bank Transfer
S0015297,C00294,P0151,ST011,7/5/2026,5,886,0.05,Pending,Mobile Money
S0016645,C00636,P0151,ST009,11/14/2025,4,1063,0.15,Completed,Mobile Money
S0019053,C00891,P0151,ST019,1/12/2025,10,71,0.1,Completed,Bank Transfer
S0019573,C00729,P0151,ST001,6/9/2026,3,857,0,Cancelled,Mobile Money
S0018548,C00721,P0151,ST015,12/31/2025,6,589,0.2,Completed,Bank Transfer
S0010274,C00363,P0095,ST009,8/16/2025,7,117,0,Returned,Cash
S0015338,C00885,P0095,ST014,11/21/2025,8,3,0.15,Completed,Bank Transfer
S0019099,C00990,P0095,ST019,1/18/2026,4,780,0.1,completed,Mobile Money
S0013689,C00548,P0095,ST006,10/26/2025,3,503,0.15,Completed,Card
S0015617,C00648,P0095,ST004,6/16/2025,7,324,0.2,Completed,Cash
S0011958,C00716,P0095,ST010,5/7/2026,2,1340,0.2,Cancelled,Card
S0011939,C00766,P0095,ST017,4/8/2025,4,193,0.1,Completed,Cash
S0017710,C00121,P0095,ST018,12/19/2025,10,837,0.05,completed,Cash
S0015294,C00551,P0095,ST010,9/12/2025,2,575,0.05,Pending,Mobile Money
S0019323,C00518,P0095,ST019,4/26/2025,5,1166,0.05,Cancelled,Card
S0017307,C00329,P0095,ST013,5/17/2026,8,1176,0.2,Pending,Cash
S0014771,C00741,P0095,ST020,3/4/2026,4,1201,0.05,Completed,Card
S0017356,C00408,P0095,ST005,7/17/2026,1,594,0,completed,Cash
S0012806,C00884,P0095,ST009,2/27/2026,4,132,0.2,Returned,Bank Transfer
S0012418,C00502,P0095,ST011,7/13/2025,1,1193,0.15,completed,Bank Transfer
S0018066,C00877,P0095,ST005,1/21/2026,9,510,0.1,completed,Bank Transfer
S0014804,C00068,P0095,ST010,7/6/2026,7,990,0.1,Returned,Bank Transfer
S0014875,C00455,P0095,ST012,10/3/2025,8,1172,0,completed,Mobile Money
S0012549,C00116,P0095,ST016,9/14/2025,1,1172,0.15,Pending,Cash
S0016956,C00692,P0095,ST001,6/10/2026,10,989,0.1,Cancelled,Bank Transfer
S0010031,C00637,P0095,ST018,9/13/2025,5,928,0.1,Returned,Mobile Money
S0012193,C00166,P0095,ST002,9/17/2025,8,478,0,Completed,Mobile Money
S0012131,C00954,P0095,ST006,7/8/2026,9,728,0.05,Pending,Mobile Money
S0011878,C00411,P0095,ST006,3/17/2026,10,297,0,Completed,Card
S0017854,C00068,P0095,ST004,3/6/2026,6,952,0.1,completed,Card
S0010089,C00667,P0095,ST018,4/2/2025,4,296,0.05,Pending,Mobile Money
S0014556,C00191,P0095,ST009,3/15/2025,9,467,0,Cancelled,Bank Transfer
S0018535,C00676,P0095,ST018,3/5/2025,5,194,0.1,Completed,Cash
S0017990,C00790,P0095,ST010,10/23/2025,2,1401,0.15,Pending,Bank Transfer
S0011969,C00378,P0095,ST012,6/2/2025,6,361,0.15,Returned,Card
S0018409,C00171,P0095,ST007,4/28/2026,10,509,0.2,completed,Cash
S0012161,C00952,P0095,ST006,9/17/2025,8,649,0.1,completed,Mobile Money
S0013043,C00026,P0095,ST015,9/26/2025,8,201,,Cancelled,Cash
S0018806,C00327,P0095,ST016,1/27/2025,9,1372,0,Returned,Card
S0014552,C00495,P0095,ST005,1/31/2025,8,1430,0,Cancelled,Card
S0017268,C00887,P0095,ST009,6/22/2025,5,507,0.05,Returned,Card
S0018980,C00717,P0095,ST019,11/25/2025,3,120,0.05,completed,Bank Transfer
S0014511,C00127,P0095,ST017,12/18/2025,1,851,0.15,Pending,Bank Transfer
S0011176,C00787,P0095,ST011,3/21/2026,3,645,0.1,Cancelled,Cash
S0011819,C00106,P0095,ST013,1/26/2025,2,1163,0.2,Completed,Mobile Money
S0010531,C00566,P0095,ST007,5/25/2025,9,909,0.2,Cancelled,Card
S0017379,C00584,P0095,ST019,12/26/2025,9,82,0.05,Pending,Cash
S0018070,C00842,P0095,ST008,2/24/2025,2,873,0,Completed,Bank Transfer
S0017685,C00006,P0095,ST012,2/23/2026,8,1412,0.05,Cancelled,Bank Transfer
S0012558,C00660,P0095,ST019,4/1/2026,7,1074,0.05,Cancelled,Cash
S0015952,C00876,P0095,ST011,2/15/2026,1,1038,0.1,completed,Bank Transfer
S0016591,C00418,P0095,ST006,1/30/2026,7,570,0.2,completed,Bank Transfer
S0020003,C00914,P0095,ST012,3/19/2026,2,285,0.2,Pending,Mobile Money
S0014679,C00520,P0095,ST004,10/24/2025,3,10,0,Pending,Bank Transfer
S0014126,C00803,P0095,ST005,6/7/2026,3,3,0.15,Cancelled,Mobile Money
S0014940,C00409,P0095,ST010,7/26/2025,3,97,0.05,Cancelled,Card
S0017216,C00247,P0181,ST019,7/12/2026,2,741,0.2,Cancelled,Bank Transfer
S0016276,C00084,P0181,ST020,4/1/2025,8,780,0,completed,Card
S0017701,C00518,P0181,ST007,3/23/2026,4,1027,0.1,Completed,Card
S0015248,C00393,P0181,ST019,10/3/2025,4,287,0.2,Returned,Cash
S0011556,C00239,P0181,ST012,4/18/2026,6,988,0.05,Cancelled,Card
S0014454,C00512,P0181,ST013,11/11/2025,6,878,0.15,Completed,Bank Transfer
S0014398,C00784,P0181,ST003,6/8/2026,6,524,0.2,completed,Card
S0014163,C00637,P0181,ST007,5/23/2026,5,470,0.05,Returned,Bank Transfer
S0010806,C00685,P0181,ST012,9/3/2025,1,1137,0.15,Cancelled,Card
S0014805,C00887,P0181,ST017,4/18/2026,4,124,0.1,Returned,Card
S0012233,C00966,P0181,ST001,4/12/2025,2,472,0.2,Pending,Cash
S0011347,C00162,P0181,ST004,8/28/2025,3,78,0.15,Completed,Cash
S0011437,C00084,P0181,ST009,3/27/2025,4,474,0.1,Completed,Mobile Money
S0017657,C00973,P0181,ST019,5/9/2025,10,970,0.15,Returned,Cash
S0014089,C00508,P0181,ST007,10/4/2025,2,669,0.1,Completed,Bank Transfer
S0010567,C00588,P0181,ST004,3/1/2026,3,763,0.1,Returned,Bank Transfer
S0011117,C00634,P0181,ST004,6/3/2026,2,175,0.05,completed,Bank Transfer
S0019062,C00923,P0181,ST017,10/15/2025,4,1195,0.1,Returned,Cash
S0019778,C00616,P0181,ST011,11/12/2025,6,739,0.2,Returned,Bank Transfer
S0012070,C00502,P0181,ST012,12/24/2025,7,439,0.2,Cancelled,Cash
S0013168,C00377,P0181,ST019,7/10/2026,7,915,0.2,Completed,Card
S0012726,C00993,P0181,ST012,2/11/2025,1,823,0.1,Completed,Cash
S0014458,C00943,P0181,ST010,10/24/2025,4,70,0.2,Pending,Card
S0010614,C00571,P0181,ST007,5/1/2025,6,690,0.1,Completed,Cash
S0017042,C00797,P0181,ST017,6/13/2026,1,695,0.1,Cancelled,Mobile Money
S0020012,C00883,P0181,ST009,4/23/2025,9,662,0.1,completed,Cash
S0013395,C00983,P0181,ST012,2/28/2025,6,1448,0.15,completed,Bank Transfer
S0010654,C00558,P0181,ST018,4/4/2025,5,335,0.15,Returned,Mobile Money
S0011355,C00962,P0181,ST014,3/18/2025,10,445,0.15,Cancelled,Mobile Money
S0014507,C00892,P0181,ST002,3/30/2025,5,1121,0.2,Completed,Card
S0012338,C00140,P0181,ST012,1/15/2025,3,945,0,Completed,Cash
S0019344,C00489,P0181,ST005,4/4/2026,1,1192,0,Completed,Cash
S0011292,C00158,P0181,ST019,5/13/2026,2,593,0.2,Pending,Mobile Money
S0016308,C00049,P0181,ST016,5/4/2025,8,301,0.1,Completed,Card
S0010808,C00537,P0181,ST012,8/30/2025,1,687,0,Pending,Card
S0015043,C00896,P0181,ST006,12/30/2025,3,1248,0.2,Pending,Mobile Money
S0016175,C00880,P0181,ST012,4/18/2026,5,1472,0.2,Returned,Card
S0011046,C00252,P0181,ST014,3/15/2026,5,1243,0.1,Completed,Mobile Money
S0019712,C00085,P0181,ST004,11/19/2025,6,576,0.05,Pending,Bank Transfer
S0016569,C00316,P0181,ST019,2/22/2025,8,504,0.1,completed,Mobile Money
S0013275,C00862,P0181,ST011,4/13/2026,9,272,0.1,Cancelled,Cash
S0011508,C00947,P0181, ST004 ,7/19/2026,8,375,0.05,completed,Bank Transfer
S0011837,C00474,P0181,ST007,8/25/2025,8,515,0.1,Completed,Bank Transfer
S0017432,C00554,P0181,ST002,11/10/2025,6,1196,0.15,Completed,Bank Transfer
S0015995,C00769,P0181,ST007,3/13/2025,2,1013,0.1,Pending,Cash
S0012807,C00696,P0181,ST009,3/12/2025,4,431,0.2,Cancelled,Bank Transfer
S0018887,C00948,P0181,ST006,7/29/2025,10,816,0,Completed,Card
S0014869,C00645,P0181,ST017,5/9/2026,5,1365,0.1,Cancelled,Mobile Money
S0018133,C00960,P0181,ST014,5/9/2025,10,1150,0.2,Pending,Card
S0011272,C00970,P0093,ST017,10/16/2025,3,736,0.2,Returned,Bank Transfer
S0017744,C00932,P0093,ST009,5/11/2026,1,569,0.15,completed,Bank Transfer
S0010506,C00486,P0093,ST009,5/20/2025,7,174,0.2,Completed,Cash
S0019929,C00903,P0093,ST017,11/18/2025,6,871,0.2,completed,Cash
S0012265,C00648,P0093,ST007,12/11/2025,4,1027,0,completed,Card
